MeasureItem;Year;Month;Value;ProvidedValue;AVG_Value;FromAreaCode;ToAreaCode;MeasureTime;Direction;Flag;FromMemberType;ToMemberType
Physical Energy & Power Flows;2022;12;100;100;100;BG;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;66;66;66;PT;ES;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;694;694;694;PL;CZ;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;751;751;751;SK;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;186;186;186;LT;LV;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;1;1;1;FI;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;174;174;174;NL;DK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;93;93;93;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;0;0;0;GE;TR;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;6;17;17;17;IE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;3;3;3;ME;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;62;62;62;RO;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;1146;1146;1146;IT;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;0;0;0;MK;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;380;380;380;CH;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;20;20;20;AT;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;249;249;249;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;147;147;147;RU;EE;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;5;0;0;0;AT;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;397;397;397;DE;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;683;683;683;AT;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;2;2;2;RS;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;129;129;129;SE;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;496;496;496;DE;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;7;7;7;RS;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;1;1;1;UA;HU;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;8;220;220;220;NO;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;209;209;209;GR;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;82;82;82;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;418;418;418;RO;MD;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;516;516;516;FR;CH;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;1018;1018;1018;ES;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;52;52;52;PL;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;12;146;146;146;BY;LT;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;8;0;0;0;RU;FI;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;7;267;267;267;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;20;20;20;ES;PT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;281;281;281;AT;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;27;27;27;GB;IE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1161;1161;1161;FR;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;1018;1018;1018;SK;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;16;16;16;XK;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;120;120;120;AL;XK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;79;79;79;MK;XK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;142;142;142;LV;LT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;708;708;708;DE;PL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;499;499;499;NO;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;378;378;378;SI;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;672;672;672;SE;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;1120;1120;1120;FR;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;12;12;12;TR;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;30;30;30;BY;LT;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;7;64;64;64;DE;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;284;284;284;ME;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;162;162;162;NL;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;92;92;92;PL;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;2;0;0;0;UA;RO;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;7;2088;2088;2088;IT;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;432;432;432;GB;BE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;917;917;917;SK;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;278;278;278;ME;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;5;5;5;DE;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;84;84;84;GB;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;361;361;361;AT;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;17;17;17;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;72;72;72;DK;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;145;145;145;FR;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;415;415;415;CZ;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;17;17;17;AT;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;153;153;153;GB;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;0;0;0;GE;TR;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;1;403;403;403;DK;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;179;179;179;RO;MD;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;12;278;278;278;UA;HU;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;6;116;116;116;RS;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;234;234;234;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;166;166;166;GE;RU;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;7;426;426;426;CZ;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;233;233;233;GR;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;126;126;126;LV;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;12;4;4;4;MD;UA;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;10;149;149;149;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;0;0;0;GE;TR;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;4;74;74;74;NO;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;30;30;30;LT;BY;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;4;243;243;243;CH;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;11;11;11;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;7;7;7;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;57;57;57;FR;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;1;1;1;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;105;105;105;XK;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;426;426;426;DE;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;156;156;156;AT;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;17;17;17;MK;XK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;373;373;373;DE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;10;10;10;DE;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;170;170;170;NL;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;78;78;78;GR;AL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;1814;1814;1814;CH;IT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;664;664;664;DE;PL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;7;7;7;LT;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;1;1793;1793;1793;DE;CH;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;1101;1101;1101;CH;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;7;7;7;RS;XK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;21;21;21;AT;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;58;58;58;FR;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;28;28;28;RS;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;0;0;0;AL;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;238;238;238;LV;LT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;0;0;0;EE;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;3;1200;1200;1200;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;1;1;1;GR;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;178;178;178;NL;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;1297;1297;1297;IT;CH;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;510;510;510;DE;PL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;215;215;215;GR;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;31;31;31;MK;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;549;549;549;NO;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;8;8;8;PL;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;11;11;11;MK;XK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;18;18;18;AL;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;247;247;247;CH;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;47;47;47;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;145;145;145;EE;RU;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;12;11;11;11;RU;LV;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;7;7;7;7;DK;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;115;115;115;LV;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;12;132;132;132;FR;BE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;10;10;10;UA;PL;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;7;14;14;14;PL;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;6;6;6;6;RO;BG;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;589;589;589;FI;EE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;1;38;38;38;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;178;178;178;RS;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;115;115;115;GB;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;675;675;675;PL;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;392;392;392;NO;SE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;1;1;1;ME;XK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;87;87;87;UA;MD;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;9;161;161;161;TR;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;135;135;135;RO;UA;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;10;143;143;143;BG;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;68;68;68;RS;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;4;39;39;39;BG;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;64;64;64;ME;XK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;47;47;47;MK;XK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;218;218;218;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;91;91;91;RO;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;83;83;83;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;164;164;164;XK;AL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;19;19;19;RO;UA;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;6;3;3;3;ME;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;38;38;38;RU;LV;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;6;98;98;98;MD;RO;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;10;73;73;73;CH;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;194;194;194;DE;NO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;11;1175;1175;1175;AT;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;17;17;17;CH;IT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;799;799;799;DE;DK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;109;109;109;RO;BG;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;83;83;83;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;0;0;0;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;2;151;151;151;DK;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;7;103;103;103;HU;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;8;61;61;61;SI;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;116;116;116;DK;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;120;120;120;NL;DK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;85;85;85;AL;XK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;1;1;1;PL;CZ;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;9;9;9;9;RU;GE;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;9;48;48;48;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;71;71;71;GE;AM;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;10;2;2;2;RU;LT;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;7;7;7;7;RO;UA;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;5;18;18;18;AT;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;0;0;0;EE;FI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;337;337;337;FR;ES;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;12;8;8;8;LT;RU;Monthly Value;Import;Harmonized;M;NaM
Physical Energy & Power Flows;2022;7;151;151;151;DE;CZ;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;3;116;116;116;RS;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;3;0;0;0;GE;AZ;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;2;180;180;180;IT;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;24;24;24;ME;XK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;11;11;11;MK;GR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;19;19;19;NO;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;12;12;12;RS;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;7;7;7;7;LV;LT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;168;168;168;GE;TR;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;10;1018;1018;1018;CZ;SK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;10;8;8;8;TR;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;341;341;341;IT;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;39;39;39;FI;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;549;549;549;SE;DK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;9;59;59;59;NL;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;8;172;172;172;NO;SE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;66;66;66;IT;MT;Monthly Value;Export;Harmonized;M;NaM
Physical Energy & Power Flows;2022;4;166;166;166;MD;RO;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;8;207;207;207;NO;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;39;39;39;GR;AL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;5;72;72;72;LT;PL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;0;0;0;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;1;8;8;8;MD;UA;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;12;0;0;0;UA;PL;Monthly Value;Import;Harmonized;NaM;M
Physical Energy & Power Flows;2022;1;96;96;96;GB;IE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;235;235;235;RU;GE;Monthly Value;Export;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;7;1313;1313;1313;DE;DK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;52;52;52;UA;PL;Monthly Value;Export;Harmonized;NaM;M
Physical Energy & Power Flows;2022;2;0;0;0;FI;EE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;505;505;505;AT;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;273;273;273;NL;DK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;2;582;582;582;EE;FI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;117;117;117;CZ;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;10;146;146;146;NL;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;493;493;493;GB;NO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;12;397;397;397;SE;DK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2022;4;575;575;575;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;5;429;429;429;FR;BE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;8;8;8;BG;GR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;11;263;263;263;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2022;6;0;0;0;GE;AM;Monthly Value;Import;Harmonized;NaM;NaM
Physical Energy & Power Flows;2022;6;241;241;241;BE;DE;Monthly Value;Import;Harmonized;M;M
